# Last modified: 07-11-2017@22:02:00
# LRG_TRANSCRIPT	HGNC_SYMBOL	CHROMOSOME	STRAND	TRANSCRIPT_START	TRANSCRIPT_STOP	EXONS_COORDS	LRG_PROTEIN	CDS_START	CDS_STOP
LRG_265t1	PRX	19	-1	40899671	40919271	40899671-40904723,40909613-40909769,40913813-40913938,40914065-40914163,40914247-40914290,40919245-40919271	LRG_265p1	40904464	40913839
LRG_265t2	PRX	19	-1	40899671	40919271	40899671-40903877,40904527-40904723,40909613-40909769,40913813-40913938,40914065-40914163,40914247-40914290,40919245-40919271	LRG_265p2	40899873	40913839
LRG_266t1	RAB7A	3	1	128444979	128533641	128444979-128445202,128514203-128514263,128516786-128516912,128525215-128525433,128526386-128526514,128532170-128533641	LRG_266p1	128514211	128532265
LRG_267t1	SBF2	11	-1	9800214	10315754	9800214-9802063,9803054-9803185,9805898-9805985,9806672-9806865,9809181-9809285,9810656-9810889,9812103-9812230,9817378-9817504,9829547-9829732,9830448-9830549,9834079-9834255,9838387-9838571,9850903-9851043,9853771-9853967,9861045-9861243,9864172-9864317,9867112-9867287,9868503-9868630,9871570-9871765,9874223-9874296,9875087-9875259,9878005-9878267,9879773-9879943,9917490-9917558,9983504-9983653,9985320-9985429,9989888-9990092,10011044-10011142,10013962-10014090,10014537-10014650,10015468-10015545,10019813-10019926,10022461-10022569,10024104-10024236,10049999-10050104,10051312-10051422,10052595-10052717,10064391-10064528,10215449-10215534,10315562-10315754	LRG_267p1	9801965	10315616
LRG_268t1	SETX	9	-1	135136827	135230372	135136827-135140372,135145002-135145089,135147097-135147195,135150643-135150807,135152447-135152539,135153457-135153644,135156854-135156961,135158651-135158800,135161810-135161881,135163623-135163738,135163937-135164038,135171259-135171415,135172274-135172441,135173467-135173699,135176017-135176190,135187144-135187243,135201711-135205886,135206439-135206526,135206664-135206835,135209995-135210114,135211683-135211902,135218077-135218186,135221648-135221858,135224639-135224822,135229036-135229142,135230304-135230372	LRG_268p1	135139626	135224815
LRG_269t1	SH3TC2	5	-1	148361713	148442737	148361713-148384465,148386444-148386640,148388414-148388564,148389833-148389955,148392147-148392297,148406135-148406315,148406423-148408117,148408240-148408281,148411117-148411250,148417858-148418053,148420167-148420240,148420979-148421180,148422257-148422400,148424096-148424201,148427425-148427552,148431705-148431803,148442534-148442737	LRG_269p1	148384274	148442585
LRG_270t1	SLC12A6	15	-1	34522197	34611021	34522197-34526173,34527382-34527515,34528216-34528400,34528909-34529016,34529620-34529751,34530433-34530602,34531166-34531361,34532862-34533030,34533434-34533538,34534303-34534422,34536175-34536273,34537486-34537604,34537894-34538068,34542499-34542556,34542832-34542930,34543100-34543258,34544371-34544585,34546549-34546790,34547463-34547593,34548430-34548484,34549843-34549989,34551014-34551145,34553127-34553221,34567546-34567590,34610762-34611021	LRG_270p1	34526082	34610879
LRG_270t2	SLC12A6	15	-1	34522197	34629045	34522197-34526173,34527382-34527515,34528216-34528400,34528909-34529016,34529620-34529751,34530433-34530602,34531166-34531361,34532862-34533030,34533434-34533538,34534303-34534422,34536175-34536273,34537486-34537604,34537894-34538068,34542499-34542556,34542832-34542930,34543100-34543258,34544371-34544585,34546549-34546790,34547463-34547593,34548430-34548484,34549843-34549989,34551014-34551145,34553127-34553221,34567546-34567590,34628611-34629045	LRG_270p2	34526082	34628881
LRG_271t1	SOX10	22	-1	38368319	38380539	38368319-38370205,38373874-38374142,38379364-38379875,38380346-38380539	LRG_271p1	38369502	38379791
LRG_272t1	SPTLC1	9	-1	94793427	94877690	94793427-94794840,94797092-94797165,94800530-94800647,94808281-94808335,94809454-94809550,94809895-94809990,94812242-94812349,94817687-94817776,94821461-94821590,94830248-94830380,94842298-94842370,94843152-94843245,94871022-94871116,94874737-94874844,94877596-94877690	LRG_272p1	94794747	94877652
LRG_273t1	YARS	1	-1	33240840	33283633	33240840-33241692,33244983-33245124,33245686-33245879,33246649-33246746,33248005-33248140,33251963-33252048,33252541-33252676,33256763-33256855,33263364-33263444,33272083-33272212,33276192-33276367,33276512-33276658,33282789-33283633	LRG_273p1	33241582	33282845
LRG_274t1	LDLR	19	1	11200038	11244506	11200038-11200291,11210899-11211021,11213340-11213462,11215896-11216276,11217241-11217363,11218068-11218190,11221328-11221447,11222190-11222315,11223954-11224125,11224211-11224438,11226770-11226888,11227535-11227674,11230768-11230909,11231046-11231198,11233850-11234020,11238684-11238761,11240189-11240346,11241957-11244506	LRG_274p1	11200225	11241992
LRG_275t1	PCSK9	1	1	55505149	55530526	55505149-55505717,55509516-55509707,55512196-55512319,55517951-55518084,55518323-55518464,55521666-55521862,55523004-55523187,55523709-55523882,55524172-55524320,55525159-55525336,55527048-55527229,55529042-55530526	LRG_275p1	55505511	55529257
LRG_276t1	LDLRAP1	1	1	25870076	25895377	25870076-25870277,25880413-25880555,25881351-25881463,25883644-25883758,25889135-25889207,25889561-25889644,25890152-25890282,25891664-25891698,25893339-25895377	LRG_276p1	25870190	25893483
LRG_277t1	RECQL4	8	-1	145736667	145743210	145736667-145736938,145737064-145737172,145737294-145737450,145737527-145737707,145737775-145737944,145738025-145738154,145738230-145738521,145738601-145738864,145738955-145739096,145739312-145739491,145739573-145739746,145739826-145739909,145740320-145740456,145740534-145740626,145740710-145740841,145741148-145741274,145741372-145742148,145742434-145742574,145742798-145742892,145742986-145743019,145743085-145743210	LRG_277p1	145736814	145743168
LRG_278t1	RNASEH2A	19	1	12917428	12924462	12917428-12917614,12917822-12917893,12918020-12918143,12918233-12918320,12920885-12921022,12921131-12921218,12923897-12924020,12924142-12924462	LRG_278p1	12917488	12924280
LRG_279t1	RNASEH2B	13	1	51483814	51544596	51483814-51484276,51501543-51501614,51503611-51503718,51504819-51504895,51509021-51509135,51517457-51517530,51519563-51519668,51522123-51522204,51523599-51523641,51544068-51544596	LRG_279p1	51484213	51544100
LRG_279t2	RNASEH2B	13	1	51483814	51530901	51483814-51484276,51501543-51501614,51503611-51503718,51504819-51504895,51509021-51509135,51517457-51517530,51519563-51519668,51522123-51522204,51523599-51523641,51528041-51528121,51530494-51530901	LRG_279p2	51484213	51530610
LRG_280t1	RNASEH2C	11	-1	65485144	65488409	65485144-65487280,65487516-65487635,65487713-65487888,65488058-65488409	LRG_280p1	65487254	65488229
LRG_281t1	SAMHD1	20	-1	35520227	35580246	35520227-35521469,35526225-35526362,35526843-35526947,35532560-35532652,35533767-35533906,35539621-35539736,35540864-35540955,35545125-35545233,35545352-35545452,35547767-35547922,35555585-35555655,35559163-35559278,35563432-35563592,35569442-35569514,35575141-35575207,35579839-35580246	LRG_281p1	35521335	35580046
LRG_282t1	TREX1	3	1	48506919	48509044	48506919-48507708,48508029-48509044	LRG_282p1	48508055	48508999
LRG_282t2	TREX1	3	1	48506919	48509044	48506919-48509044	LRG_282p2	48507890	48508999
LRG_283t1	LEPR	1	1	65886335	66101111	65886335-65886423,65890986-65891061,66031229-66031288,66036156-66036485,66038009-66038132,66058340-66058548,66062131-66062276,66064343-66064487,66067075-66067365,66067526-66067643,66070721-66070920,66074436-66074584,66075630-66075789,66075897-66075979,66081691-66081907,66083647-66083829,66085611-66085706,66087036-66087141,66088589-66088664,66098835-66101111	LRG_283p1	66031249	66098852
LRG_283t2	LEPR	1	1	65886335	66096105	65886335-65886423,65890986-65891061,66031229-66031288,66036156-66036485,66038009-66038132,66058340-66058548,66062131-66062276,66064343-66064487,66067075-66067365,66067526-66067643,66070721-66070920,66074436-66074584,66075630-66075789,66075897-66075979,66081691-66081907,66083647-66083829,66085611-66085706,66087036-66087141,66088589-66088664,66095885-66096105	LRG_283p2	66031249	66096088
LRG_283t3	LEPR	1	1	65886335	66103176	65886335-65886423,65890986-65891061,66031229-66031288,66036156-66036485,66038009-66038132,66058340-66058548,66062131-66062276,66064343-66064487,66067075-66067365,66067526-66067643,66070721-66070920,66074436-66074584,66075630-66075789,66075897-66075979,66081691-66081907,66083647-66083829,66085611-66085706,66087036-66087141,66088589-66088664,66101874-66103176	LRG_283p3	66031249	66102698
LRG_283t4	LEPR	1	1	65991372	66091917	65991372-65991501,66031229-66031288,66036156-66036485,66038009-66038132,66058340-66058548,66062131-66062276,66064343-66064487,66067075-66067365,66067526-66067643,66070721-66070920,66074436-66074584,66075630-66075789,66075897-66075979,66081691-66081907,66083647-66083829,66085611-66085706,66087036-66087141,66088589-66088664,66091806-66091917	LRG_283p4	66031249	66091853
LRG_284t1	ZNF778	16	1	89284111	89295965	89284111-89284318,89287405-89287560,89288500-89288591,89289565-89289691,89291127-89291210,89291963-89292039,89293102-89295965	LRG_284p1	89287536	89294970
LRG_285t1	FXR2	17	-1	7494548	7518215	7494548-7495243,7495572-7495672,7495822-7495917,7496012-7496212,7496302-7496499,7496721-7496943,7497236-7497322,7497556-7497665,7497997-7498075,7499142-7499312,7504727-7504843,7506227-7506320,7507075-7507223,7507327-7507398,7508963-7509056,7509415-7509467,7517770-7518215	LRG_285p1	7495148	7517850
LRG_286t1	COL7A1	3	-1	48601506	48632593	48601506-48601855,48602216-48602413,48602542-48602634,48602843-48602929,48603069-48603101,48603700-48603748,48603943-48603996,48604093-48604170,48604340-48604456,48604561-48604623,48605007-48605069,48605143-48605196,48605271-48605324,48605523-48605603,48605932-48605967,48606217-48606288,48606808-48606879,48607025-48607081,48607158-48607193,48607313-48607348,48607567-48607611,48607708-48607767,48607898-48607933,48608072-48608143,48608294-48608401,48608534-48608593,48608676-48608711,48609434-48609478,48609560-48609604,48609813-48609854,48609936-48609971,48610104-48610172,48610295-48610375,48610454-48610489,48610607-48610669,48610749-48610781,48610946-48610990,48611123-48611158,48611288-48611323,48611695-48611739,48611921-48611983,48612110-48612154,48612230-48612298,48612497-48612559,48612640-48612675,48612772-48612972,48613059-48613181,48613300-48613335,48613682-48613729,48613833-48613868,48613955-48613990,48614109-48614204,48614317-48614352,48614425-48614460,48615754-48615798,48615886-48615948,48616352-48616387,48616630-48616710,48616802-48616837,48616913-48616948,48617021-48617101,48617218-48617247,48617464-48617490,48617733-48617777,48618014-48618085,48618315-48618359,48618555-48618590,48618693-48618773,48618881-48618916,48619006-48619065,48619139-48619192,48619344-48619376,48619756-48619791,48619911-48619946,48620042-48620086,48620446-48620481,48620560-48620604,48620826-48620861,48620989-48621048,48621151-48621213,48621333-48621386,48621468-48621494,48621731-48621808,48621918-48621989,48622167-48622202,48622343-48622378,48622469-48622549,48622990-48623052,48623123-48623167,48623263-48623289,48623373-48623408,48623507-48623679,48623765-48623911,48623996-48624122,48624405-48624541,48624623-48624769,48624853-48624987,48625226-48625372,48625715-48625837,48626075-48626221,48626303-48626428,48626760-48626903,48627032-48627151,48627646-48627789,48627892-48628017,48628106-48628249,48628897-48629025,48629106-48629255,48629331-48629447,48629535-48629681,48629784-48629900,48630003-48630132,48630208-48630371,48630535-48630696,48630789-48630882,48630970-48631129,48631801-48631981,48632508-48632593	LRG_286p1	48601839	48632592
LRG_287t1	KCNQ1	11	1	2466221	2870340	2466221-2466714,2549158-2549248,2591858-2591984,2592555-2592633,2593243-2593339,2594076-2594216,2604665-2604775,2606442-2606537,2608800-2608922,2609943-2610084,2683191-2683311,2790074-2790149,2797190-2797284,2798216-2798262,2799206-2799267,2868997-2870340	LRG_287p1	2466329	2869233
LRG_287t2	KCNQ1	11	1	2482684	2870340	2482684-2482944,2549158-2549248,2591858-2591984,2592555-2592633,2593243-2593339,2594076-2594216,2604665-2604775,2606442-2606537,2608800-2608922,2609943-2610084,2683191-2683311,2790074-2790149,2797190-2797284,2798216-2798262,2799206-2799267,2868997-2870340	LRG_287p2	2482940	2869233
LRG_288t1	KCNH2	7	-1	150642044	150675402	150642044-150642602,150643965-150644142,150644416-150644602,150644694-150644966,150645532-150645631,150645944-150646137,150647256-150647508,150648009-150648208,150648536-150648923,150649513-150649941,150654379-150654590,150655147-150655590,150656660-150656824,150671799-150672029,150674926-150675402	LRG_288p1	150642453	150675001
LRG_288t2	KCNH2	7	-1	150646497	150675402	150646497-150647508,150648009-150648208,150648536-150648923,150649513-150649941,150654379-150654590,150655147-150655590,150656660-150656824,150671799-150672029,150674926-150675402	LRG_288p2	150646987	150675001
LRG_288t3	KCNH2	7	-1	150642044	150652917	150642044-150642602,150643965-150644142,150644416-150644602,150644694-150644966,150645532-150645631,150645944-150646137,150647256-150647508,150648009-150648208,150648536-150648923,150649513-150649941,150652484-150652917	LRG_288p3	150642453	150652591
LRG_289t1	SCN5A	3	-1	38589553	38691163	38589553-38593049,38595770-38596040,38597147-38597251,38597932-38598069,38598722-38598775,38601638-38601919,38603906-38604028,38607900-38608073,38616788-38616942,38618152-38618272,38620825-38620986,38622422-38622862,38627182-38627532,38628891-38629064,38639220-38639458,38640409-38640541,38645203-38645574,38646220-38646399,38647442-38647639,38648160-38648301,38649642-38649705,38651225-38651455,38655234-38655325,38662334-38662462,38663891-38663980,38671802-38671920,38674526-38674850,38691022-38691163	LRG_289p1	38591812	38674798
LRG_289t2	SCN5A	3	-1	38589553	38691163	38589553-38593049,38595770-38596040,38597147-38597251,38597932-38598069,38598722-38598775,38601638-38601919,38603906-38604028,38607900-38608073,38616788-38616942,38618152-38618272,38620825-38620983,38622422-38622862,38627182-38627532,38628891-38629064,38639220-38639458,38640409-38640541,38645203-38645574,38646220-38646399,38647442-38647639,38648160-38648301,38649642-38649705,38651225-38651455,38655234-38655325,38662334-38662462,38663891-38663980,38671802-38671920,38674526-38674850,38691022-38691163	LRG_289p2	38591812	38674798
LRG_289t3	SCN5A	3	-1	38589553	38691163	38589553-38593049,38595770-38596040,38597147-38597251,38597932-38598069,38598722-38598775,38601638-38601919,38603906-38604028,38607900-38608073,38616788-38616942,38618152-38618272,38620825-38620986,38622422-38622862,38627182-38627532,38628891-38629064,38639220-38639458,38640409-38640541,38645203-38645574,38646220-38646399,38647442-38647639,38648160-38648301,38649642-38649705,38651225-38651455,38655466-38655557,38662334-38662462,38663891-38663980,38671802-38671920,38674526-38674850,38691022-38691163	LRG_289p3	38591812	38674798
LRG_290t1	KCNE1	21	-1	35818988	35883613	35818988-35821982,35830952-35831062,35883399-35883613	LRG_290p1	35821543	35821932
LRG_290t2	KCNE1	21	-1	35818988	35828063	35818988-35821982,35827684-35828063	LRG_290p2	35821543	35821932
LRG_291t1	KCNE2	21	1	35736323	35743440	35736323-35736450,35742766-35743440	LRG_291p1	35742778	35743149
LRG_292t1	BRCA1	17	-1	41196312	41277500	41196312-41197819,41199660-41199720,41201138-41201211,41203080-41203134,41209069-41209152,41215350-41215390,41215891-41215968,41219625-41219712,41222945-41223255,41226348-41226538,41228505-41228631,41234421-41234592,41242961-41243049,41243452-41246877,41247863-41247939,41249261-41249306,41251792-41251897,41256139-41256278,41256885-41256973,41258473-41258550,41267743-41267796,41276034-41276132,41277288-41277500	LRG_292p1	41197695	41276113
LRG_293t1	BRCA2	13	1	32889617	32973809	32889617-32889804,32890559-32890664,32893214-32893462,32899213-32899321,32900238-32900287,32900379-32900419,32900636-32900750,32903580-32903629,32905056-32905167,32906409-32907524,32910402-32915333,32918695-32918790,32920964-32921033,32928998-32929425,32930565-32930746,32931879-32932066,32936660-32936830,32937316-32937670,32944539-32944694,32945093-32945237,32950807-32950928,32953454-32953652,32953887-32954050,32954144-32954282,32968826-32969070,32971035-32971181,32972299-32973809	LRG_293p1	32890598	32972907
LRG_294t1	IRF8	16	1	85932774	85956212	85932774-85932829,85936621-85936795,85942596-85942779,85945176-85945264,85946737-85946842,85948079-85948126,85952023-85952409,85953715-85953830,85954712-85956212	LRG_294p1	85936622	85954888
LRG_295t1	GATA2	3	-1	128198265	128207373	128198265-128200161,128200662-128200787,128202703-128202848,128204570-128205211,128205646-128205919,128206554-128206764,128207195-128207373	LRG_295p1	128199862	128205874
LRG_295t2	GATA2	3	-1	128198265	128212030	128198265-128200161,128200662-128200787,128202703-128202848,128204570-128205211,128205646-128205919,128211742-128212030	LRG_295p2	128199862	128205874
LRG_296t1	AXIN2	17	-1	63524681	63557740	63524681-63526220,63530030-63530197,63531744-63531839,63532438-63532671,63532987-63533181,63533442-63533953,63534321-63534461,63537573-63537675,63545638-63545778,63553924-63554854,63557568-63557740	LRG_296p1	63526094	63554738
LRG_298t1	BMPR1A	10	1	88516396	88684945	88516396-88516676,88598622-88598736,88635624-88635842,88649819-88649981,88651884-88651986,88659551-88659647,88659784-88659883,88671997-88672141,88676891-88677083,88678929-88679226,88681277-88681452,88683133-88683263,88683351-88684945	LRG_298p1	88635776	88683476
LRG_299t1	BRAF	7	-1	140433812	140624564	140433812-140434570,140439612-140439746,140449087-140449218,140453075-140453193,140453987-140454033,140476712-140476888,140477791-140477875,140481376-140481493,140482821-140482957,140487348-140487384,140494108-140494267,140500162-140500281,140501212-140501360,140507760-140507862,140508692-140508795,140534409-140534672,140549911-140550012,140624366-140624564	LRG_299p1	140434397	140624503
LRG_300t1	BRIP1	17	-1	59756547	59940920	59756547-59761501,59763197-59763526,59770791-59770873,59793312-59793424,59820374-59820495,59821793-59821952,59853762-59853923,59857622-59857762,59858201-59858366,59861631-59861785,59870958-59871090,59876461-59876660,59878614-59878835,59885828-59886118,59924462-59924581,59926490-59926617,59934419-59934592,59937157-59937268,59938808-59938930,59940645-59940920	LRG_300p1	59760657	59938900
LRG_301t1	CDH1	16	1	68771195	68869444	68771195-68771366,68772200-68772314,68835573-68835796,68842327-68842470,68842596-68842751,68844100-68844244,68845587-68845762,68846038-68846166,68847216-68847398,68849418-68849662,68853183-68853328,68855904-68856128,68857302-68857529,68862077-68862207,68863557-68863700,68867193-68869444	LRG_301p1	68771319	68867402
LRG_302t1	CHEK2	22	-1	29083731	29137822	29083731-29083974,29085123-29085203,29090020-29090105,29091115-29091230,29091698-29091861,29092889-29092975,29095826-29095925,29099493-29099554,29105994-29106047,29107897-29108005,29115383-29115473,29120965-29121112,29121231-29121355,29130391-29130715,29137757-29137822	LRG_302p1	29083885	29130709
LRG_303t1	CYP2D6	22	-1	42522505	42526887	42522505-42522758,42522857-42522998,42523453-42523640,42523848-42523989,42524180-42524356,42524790-42524950,42525039-42525191,42525744-42525915,42526618-42526887	LRG_303p1	42522580	42526797
LRG_304t1	EGFR	7	1	55086725	55275031	55086725-55087058,55209979-55210130,55210998-55211181,55214299-55214433,55218987-55219055,55220239-55220357,55221704-55221845,55223523-55223639,55224226-55224352,55224452-55224525,55225356-55225446,55227832-55228031,55229192-55229324,55231426-55231516,55232973-55233130,55238868-55238906,55240676-55240817,55241614-55241736,55242415-55242513,55248986-55249171,55259412-55259567,55260459-55260534,55266410-55266556,55268009-55268106,55268881-55269048,55269428-55269475,55270210-55270318,55272949-55275031	LRG_304p1	55086971	55273310
LRG_306t1	FANCD2	3	1	10068113	10143614	10068113-10068157,10070309-10070405,10074516-10074656,10076153-10076220,10076379-10076482,10076857-10076917,10077971-10078023,10080963-10081041,10081405-10081529,10083307-10083394,10084243-10084347,10084734-10084834,10085168-10085276,10085513-10085548,10088264-10088407,10089601-10089735,10091058-10091189,10094071-10094181,10101978-10102087,10103835-10103895,10105476-10105595,10106040-10106113,10106413-10106559,10107078-10107178,10107548-10107663,10108893-10109001,10114555-10114665,10114937-10115046,10116214-10116357,10119765-10119881,10122784-10122912,10123030-10123148,10127496-10127606,10128818-10128948,10130133-10130226,10130512-10130634,10131976-10132069,10133865-10133936,10134969-10135007,10135973-10136047,10136884-10136958,10138010-10138156,10140404-10140499,10142872-10143614	LRG_306p1	10070342	10142946
LRG_306t2	FANCD2	3	1	10068113	10141344	10068113-10068157,10070309-10070405,10074516-10074656,10076153-10076220,10076379-10076482,10076857-10076917,10077971-10078023,10080963-10081041,10081405-10081529,10083307-10083394,10084243-10084347,10084734-10084834,10085168-10085276,10085513-10085548,10088264-10088407,10089601-10089735,10091058-10091189,10094071-10094181,10101978-10102087,10103835-10103895,10105476-10105595,10106040-10106113,10106413-10106559,10107078-10107178,10107548-10107663,10108893-10109001,10114555-10114665,10114937-10115046,10116214-10116357,10119765-10119881,10122784-10122912,10123030-10123148,10127496-10127606,10128818-10128948,10130133-10130226,10130512-10130634,10131976-10132069,10133865-10133936,10134969-10135007,10135973-10136047,10136884-10136958,10138010-10138156,10140404-10141344	LRG_306p2	10070342	10140634
LRG_307t1	KIT	4	1	55524095	55606881	55524095-55524248,55561678-55561947,55564450-55564731,55565796-55565932,55569890-55570058,55573264-55573453,55575590-55575705,55589750-55589864,55592023-55592216,55593384-55593490,55593582-55593708,55593989-55594093,55594177-55594287,55595501-55595651,55597494-55597585,55598037-55598164,55599236-55599358,55602664-55602775,55602887-55602986,55603341-55603446,55604595-55606881	LRG_307p1	55524182	55604723
LRG_308t1	PALB2	16	-1	23614483	23652678	23614483-23614990,23619185-23619333,23625325-23625412,23632683-23632799,23634290-23634451,23635330-23635415,23637557-23637718,23640525-23640596,23640961-23641790,23646183-23647655,23649171-23649273,23649391-23649450,23652431-23652678	LRG_308p1	23614780	23652478
LRG_309t1	PDGFRA	4	1	55095264	55164412	55095264-55095582,55124924-55124984,55127262-55127579,55129834-55130094,55131086-55131216,55133456-55133627,55133719-55133908,55136800-55136915,55138561-55138687,55139704-55139897,55140698-55140792,55141008-55141140,55143555-55143659,55144063-55144173,55144529-55144682,55146483-55146649,55151538-55151653,55152008-55152130,55153597-55153708,55154966-55155065,55155176-55155281,55156480-55156721,55161292-55164412	LRG_309p1	55124936	55161439
LRG_310t1	PIK3CA	3	1	178866311	178952500	178866311-178866391,178916538-178916965,178917478-178917687,178919078-178919328,178921332-178921577,178922291-178922376,178927383-178927488,178927974-178928126,178928219-178928353,178935998-178936122,178936984-178937065,178937359-178937523,178937737-178937840,178938774-178938945,178941869-178941975,178942488-178942609,178943750-178943828,178947060-178947230,178947792-178947909,178948013-178948164,178951882-178952500	LRG_310p1	178916614	178952152
LRG_311t1	PTEN	10	1	89623195	89728532	89623195-89624305,89653782-89653866,89685270-89685314,89690803-89690846,89692770-89693008,89711875-89712016,89717610-89717776,89720651-89720875,89725044-89728532	LRG_311p1	89624227	89725229
LRG_314t1	RAD51C	17	1	56769963	56811692	56769963-56770149,56772292-56772550,56774054-56774220,56780557-56780690,56787220-56787351,56798107-56798173,56801401-56801461,56809845-56809905,56811479-56811692	LRG_314p1	56770005	56811583
LRG_315t1	SDHA	5	1	218338	257197	218338-218533,223597-223683,224475-224636,225534-225677,225998-226162,228300-228448,230991-231115,233592-233760,235259-235454,236543-236714,240473-240591,251107-251218,251453-251583,254508-254621,256449-257197	LRG_315p1	218471	256535
LRG_316t1	SDHB	1	-1	17345217	17380665	17345217-17345453,17349103-17349225,17350468-17350569,17354244-17354360,17355095-17355231,17359555-17359640,17371256-17371383,17380443-17380665	LRG_316p1	17345376	17380514
LRG_317t1	SDHC	1	1	161284166	161334541	161284166-161284215,161293404-161293460,161298186-161298287,161310384-161310445,161326467-161326630,161332119-161334541	LRG_317p1	161284196	161332223
LRG_318t1	SMAD4	18	1	48556583	48611412	48556583-48556993,48573290-48573665,48575056-48575230,48575665-48575694,48581151-48581363,48584495-48584614,48584710-48584826,48586236-48586286,48591793-48591976,48593389-48593557,48603008-48603146,48604626-48611412	LRG_318p1	48573417	48604837
LRG_319t1	STK11	19	1	1205798	1228434	1205798-1207202,1218416-1218499,1219323-1219412,1220372-1220504,1220580-1220716,1221212-1221339,1221948-1222005,1222984-1223171,1226453-1226662,1227592-1228434	LRG_319p1	1206913	1226646
LRG_321t1	TP53	17	-1	7571720	7590868	7571720-7573008,7573927-7574033,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578554,7579312-7579590,7579700-7579721,7579839-7579940,7590695-7590868	LRG_321p1	7572927	7579912
LRG_321t1	TP53	17	-1	7571720	7590868	7571720-7573008,7573927-7574033,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578554,7579312-7579590,7579700-7579721,7579839-7579940,7590695-7590868	LRG_321p8	7572927	7579569
LRG_321t2	TP53	17	-1	7571720	7590868	7571720-7573008,7573927-7574033,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578554,7579312-7579590,7579700-7579721,7579839-7579937,7590695-7590868	LRG_321p1	7572927	7579912
LRG_321t2	TP53	17	-1	7571720	7590868	7571720-7573008,7573927-7574033,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578554,7579312-7579590,7579700-7579721,7579839-7579937,7590695-7590868	LRG_321p8	7572927	7579569
LRG_321t3	TP53	17	-1	7571720	7590868	7571720-7573008,7573927-7574033,7576525-7576657,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578554,7579312-7579590,7579700-7579721,7579839-7579940,7590695-7590868	LRG_321p3	7576625	7579912
LRG_321t3	TP53	17	-1	7571720	7590868	7571720-7573008,7573927-7574033,7576525-7576657,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578554,7579312-7579590,7579700-7579721,7579839-7579940,7590695-7590868	LRG_321p9	7576625	7579569
LRG_321t4	TP53	17	-1	7571720	7590868	7571720-7573008,7573927-7574033,7576525-7576584,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578554,7579312-7579590,7579700-7579721,7579839-7579940,7590695-7590868	LRG_321p10	7576537	7579569
LRG_321t4	TP53	17	-1	7571720	7590868	7571720-7573008,7573927-7574033,7576525-7576584,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578554,7579312-7579590,7579700-7579721,7579839-7579940,7590695-7590868	LRG_321p4	7576537	7579912
LRG_321t5	TP53	17	-1	7571720	7578811	7571720-7573008,7573927-7574033,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578811	LRG_321p11	7572927	7578452
LRG_321t5	TP53	17	-1	7571720	7578811	7571720-7573008,7573927-7574033,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578811	LRG_321p5	7572927	7578533
LRG_321t6	TP53	17	-1	7571720	7578811	7571720-7573008,7573927-7574033,7576525-7576657,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578811	LRG_321p12	7576625	7578452
LRG_321t6	TP53	17	-1	7571720	7578811	7571720-7573008,7573927-7574033,7576525-7576657,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578811	LRG_321p6	7576625	7578533
LRG_321t7	TP53	17	-1	7571720	7578811	7571720-7573008,7573927-7574033,7576525-7576584,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578811	LRG_321p13	7576537	7578452
LRG_321t7	TP53	17	-1	7571720	7578811	7571720-7573008,7573927-7574033,7576525-7576584,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578811	LRG_321p7	7576537	7578533
LRG_321t8	TP53	17	-1	7571720	7590868	7571720-7573008,7573927-7574033,7576853-7576926,7577019-7577155,7577499-7577608,7578177-7578289,7578371-7578554,7579312-7579590,7579700-7579940,7590695-7590868	LRG_321p8	7572927	7579569
LRG_322t1	VHL	3	1	10183319	10195354	10183319-10183871,10188198-10188320,10191471-10195354	LRG_322p1	10183532	10191649
LRG_325t1	FLCN	17	-1	17115526	17140502	17115526-17117170,17118299-17118404,17118499-17118630,17119694-17119817,17120383-17120496,17122333-17122523,17124851-17124942,17125815-17125975,17127236-17127457,17129490-17129636,17131203-17131475,17135108-17135196,17136102-17136215,17140226-17140502	LRG_325p1	17116969	17131451
LRG_326t1	ZBTB24	6	-1	109783719	109804440	109783719-109787777,109788856-109788937,109796602-109796685,109797378-109797461,109797966-109798133,109802278-109803257,109804301-109804440	LRG_326p1	109787054	109803229
