# Last modified: 07-11-2017@22:03:20
# LRG_ID	HGNC_SYMBOL	LRG_STATUS	CHROMOSOME	START	STOP	STRAND
LRG_541	GCSH	public	16	81113552	81134980	-1
LRG_543	ACVRL1	public	12	52296202	52319145	1
LRG_544	ADAMTS13	public	9	136274459	136326508	1
LRG_546	BLOC1S3	public	19	45677003	45687058	1
LRG_548	F10	public	13	113772113	113805843	1
LRG_549	F13A1	public	6	6142311	6325924	-1
LRG_550	F13B	public	1	197006321	197041397	-1
LRG_551	F2	public	11	46735743	46763056	1
LRG_553	F5	public	1	169479192	169560769	-1
LRG_554	F7	public	13	113755105	113776995	1
LRG_555	F8	pending	X	154062063	154255998	-1
LRG_556	F9	public	X	138607895	138647617	1
LRG_557	FGA	public	4	155502280	155516897	-1
LRG_558	FGB	public	4	155479132	155494238	1
LRG_559	GATA1	public	X	48639982	48654718	1
LRG_560	GP6	public	19	55523073	55554632	-1
LRG_561	HOXA11	public	7	27218776	27229835	-1
LRG_562	HPS1	pending	10	100173956	100211704	-1
LRG_563	HPS3	pending	3	148842371	148893305	1
LRG_564	HPS6	public	10	103820147	103829793	1
LRG_566	MCFD2	public	2	47127009	47173994	-1
LRG_567	MYH9	public	22	36675323	36789063	-1
LRG_568	NBEAL2	public	3	47016173	47053194	1
LRG_569	P2RY12	public	3	151053376	151107544	-1
LRG_570	PLAT	public	8	42030236	42070194	-1
LRG_571	PLG	public	6	161118225	161177086	1
LRG_572	PROS1	public	3	93589881	93697934	-1
LRG_574	RBM8A	public	1	145502557	145519375	1
LRG_577	SERPINC1	public	1	173870942	173891516	-1
LRG_578	TBXA2R	public	19	3592504	3611831	-1
LRG_579	TBXAS1	public	7	139473181	139722125	1
LRG_581	TUBB1	public	20	57589309	57603709	1
LRG_582	VKORC1	pending	16	31100175	31111276	-1
LRG_583	F11	public	4	187182118	187212835	1
LRG_585	FGG	pending	4	155523286	155538902	-1
LRG_586	HPS5	public	11	18298217	18348721	-1
LRG_587	VWF	pending	12	6056040	6238836	-1
LRG_588	DTNBP1	public	6	15521038	15668271	-1
LRG_589	ENG	public	9	130575291	130622047	-1
LRG_590	HPS4	public	22	26837389	26884829	-1
LRG_592	GGCX	pending	2	85769978	85793657	-1
LRG_593	PLAU	public	10	75665862	75679259	1
LRG_594	SERPIND1	pending	22	21123383	21144008	1
LRG_595	LMAN1	pending	18	56993055	57031508	-1
LRG_596	PLA2G4A	pending	1	186793032	186960113	1
LRG_597	SERPINE1	public	7	100765379	100784547	1
LRG_599	PROC	public	2	128170996	128188822	1
LRG_600	CHST14	public	15	40758160	40767357	1
LRG_601	HRG	public	3	186373005	186398023	1
LRG_602	NBEA	pending	13	35511424	36248874	1
LRG_605	ANKRD26	public	10	27278843	27394427	-1
LRG_607	TYROBP	public	19	36393303	36404186	-1
LRG_608	CBL	public	11	119071990	119180859	1
LRG_609	ETV6	public	12	11797788	12050336	1
LRG_610	IDH1	public	2	209098953	209135798	-1
LRG_611	IDH2	public	15	90625210	90650708	-1
LRG_612	JAK2	public	9	4980245	5130183	1
LRG_613	KMT2A	public	11	118302205	118399539	1
LRG_614	PTPN11	public	12	112851536	112949717	1
LRG_615	U2AF1	public	21	44511066	44532688	-1
LRG_616	KDM6A	public	X	44727423	44973847	1
LRG_617	SF1	public	11	64530076	64551316	-1
LRG_618	ZRSR2	public	X	15803574	15843383	1
LRG_619	SOCS3	public	17	76350859	76361158	-1
LRG_620	BCL2L11	public	2	111873491	111928022	1
LRG_621	SH2B3	public	12	111838752	111891427	1
LRG_622	SF3A1	public	22	30725977	30757913	-1
LRG_623	U2AF2	public	19	56160416	56188082	1
LRG_624	SF3B1	public	2	198252508	198304771	-1
LRG_625	PRPF40B	public	12	49957001	50040452	1
LRG_626	TET2	public	4	106062032	106202960	1
LRG_627	BCOR	public	X	39908499	40041582	-1
LRG_628	BCORL1	public	X	129111669	129194058	1
LRG_629	PHF6	public	X	133502342	133564822	1
LRG_630	ASXL1	public	20	30941147	31029122	1
LRG_631	TREM2	public	6	41124246	41135922	-1
LRG_635	P2RY1	pending	3	152547736	152561228	1
LRG_638	PROCR	pending	20	33754774	33805707	1
LRG_640	SRSF2	public	17	74728197	74738493	-1
LRG_641	F2R	pending	5	76006868	76033595	1
LRG_642	AMN	public	14	103383993	103401933	1
LRG_643	GLDC	public	9	6530464	6650692	-1
LRG_646	FLI1	pending	11	128551430	128685162	1
LRG_650	KRIT1	public	7	91826283	91880414	-1
LRG_651	PDCD10	pending	3	167399694	167457651	-1
LRG_652	SOD1	public	21	33026935	33043244	1
LRG_653	ANG	public	14	21147336	21169130	1
LRG_654	ALS2	pending	2	202562986	202650895	-1
LRG_655	FUS	public	16	31186453	31208192	1
LRG_656	VAPB	public	20	56959245	57028157	1
LRG_657	VCP	public	9	35054065	35077739	-1
LRG_658	C9orf72	pending	9	27544543	27578864	-1
LRG_659	TARDBP	public	1	11067679	11087549	1
LRG_660	MAPT	pending	17	43966829	44107700	1
LRG_661	GRN	public	17	42417491	42432470	1
LRG_662	MET	public	7	116307459	116440440	1
LRG_663	CFTR	public	7	117100838	117358025	1
LRG_664	CCM2	public	7	45034787	45118069	1
LRG_665	UBQLN2	public	X	56585026	56595443	1
LRG_666	AFG3L2	public	18	12326943	12382275	-1
LRG_667	PDYN	pending	20	1957402	1979891	-1
LRG_668	KCNC3	pending	19	50813194	50837634	-1
LRG_669	PRKCG	public	19	54380467	54412901	1
LRG_670	TBX5	public	12	114789735	114851247	-1
LRG_671	NKX2-5	pending	5	172657107	172667315	-1
LRG_672	GLA	public	X	100650797	100667951	-1
LRG_673	GAA	public	17	78070355	78095679	1
LRG_674	SALL1	public	16	51167886	51190183	-1
LRG_675	SALL4	public	20	50398581	50424048	-1
LRG_676	SMN1	public	5	70215768	70250839	1
LRG_677	SMN2	pending	5	69340350	69375422	1
LRG_678	TNNI3K	pending	1	74658937	75012116	1
LRG_679	TNNT1	pending	19	55642161	55665606	-1
LRG_680	TPM2	public	9	35679990	35695054	-1
LRG_681	TPM3	pending	1	154125780	154169609	-1
LRG_682	KBTBD13	public	15	65364154	65374276	1
LRG_683	SLC26A3	public	7	107403912	107448678	-1
LRG_684	SLC26A2	public	5	149338446	149375018	1
LRG_685	OAT	public	10	126083872	126112519	-1
LRG_686	B9D1	pending	17	19238867	19286495	-1
LRG_687	MKS1	public	17	56280797	56301966	-1
LRG_688	TMEM67	public	8	94762072	94832347	1
LRG_689	CLN3	public	16	28475983	28508623	-1
LRG_690	PPT1	public	1	40536382	40568142	-1
LRG_691	CLN8	public	8	1698944	1736736	1
LRG_692	CLN5	public	13	77561059	77578652	1
LRG_693	NPHS1	public	19	36314274	36365189	-1
LRG_694	CEP290	pending	12	88440790	88540993	-1
LRG_695	SLC7A7	public	14	23240431	23304029	-1
LRG_696	RPGRIP1L	pending	16	53629595	53742771	-1
LRG_697	CC2D2A	public	4	15466489	15605180	1
LRG_698	TMEM216	pending	11	61154832	61168335	1
LRG_699	CHM	public	X	85114185	85307566	-1
LRG_700	CLRN1	public	3	150641950	150695786	-1
LRG_701	POMGNT1	pending	1	46652353	46690977	-1
LRG_702	RS1	public	X	18647644	18700568	-1
LRG_703	SMAD9	public	13	37416968	37499409	-1
LRG_710	SHOX	pending	X	580079	622146	1
LRG_712	BMPR2	public	2	203236050	203434474	1
LRG_713	REEP1	public	2	86439116	86570206	-1
LRG_714	SPAST	public	2	32283680	32384706	1
LRG_715	AVP	public	20	3061202	3070370	-1
LRG_716	AVPR2	pending	X	153165428	153174620	1
LRG_717	AQP2	public	12	50339524	50354664	1
LRG_718	OTX2	pending	14	57265425	57282184	-1
LRG_719	SOX2	public	3	181424722	181434224	1
LRG_720	PAX6	public	11	31804340	31844509	-1
LRG_721	AKT1	public	14	105233686	105267080	-1
LRG_722	DPYD	public	1	97541299	98391615	-1
LRG_723	GSTP1	public	11	67346066	67356124	1
LRG_724	ERBB2	public	17	37839393	37886915	1
LRG_725	MAP2K1	public	15	66674211	66785882	1
LRG_726	MTHFR	public	1	11843787	11871160	-1
LRG_727	TYMP	public	22	50962181	50973514	-1
LRG_728	RBCK1	pending	20	383709	413610	1
LRG_729	CARD11	pending	7	2943709	3088509	-1
LRG_730	IL36RN	public	2	113811215	113824321	1
LRG_731	IL21R	pending	16	27408723	27464115	1
LRG_732	AP4E1	pending	15	51195869	51300097	1
LRG_733	UGT1A1	public	2	234663919	234683945	1
LRG_734	MTOR	public	1	11164588	11327608	-1
LRG_735	RPSA	pending	3	39443204	39456033	1
LRG_736	RHOH	pending	4	40187631	40251587	1
LRG_737	COL5A1	public	9	137528652	137738689	1
LRG_738	COL5A2	pending	2	189894641	190049605	-1
LRG_739	FHL1	pending	X	135224559	135295518	1
LRG_740	FHL2	pending	2	105972169	106060230	-1
LRG_741	ALMS1	public	2	73607886	73839046	1
LRG_742	BAG3	public	10	121405882	121439331	1
LRG_743	DNAJC19	pending	3	180699497	180712562	-1
LRG_744	DOLK	public	9	131705809	131715012	-1
LRG_745	EMD	public	X	153597796	153618797	1
LRG_746	GATAD1	pending	7	92071762	92091381	1
LRG_747	HADHA	pending	2	26411509	26472489	-1
LRG_748	HFE	public	6	26082509	26100571	1
LRG_749	LAMP2	public	X	119558003	119608204	-1
LRG_750	MAP2K2	public	19	4088319	4129126	-1
LRG_751	NPPA	public	1	11903766	11912840	-1
LRG_752	PDLIM3	pending	4	186419814	186461712	-1
LRG_753	SHOC2	public	10	112674301	112775425	1
LRG_754	SOS1	public	2	39206690	39352604	-1
LRG_755	TBX20	public	7	35240042	35298711	-1
LRG_756	DTNA	pending	18	32068254	32473808	1
LRG_757	TRIM63	public	1	26375795	26399125	-1
LRG_758	KLF10	pending	8	103659005	103673130	-1
LRG_759	MIB1	public	18	19279918	19452918	1
LRG_760	CAVIN4	public	9	103335361	103352671	1
LRG_761	FKRP	pending	19	47244303	47282245	1
LRG_762	FMR1	public	X	146988509	147034645	1
LRG_763	HTT	pending	4	3071408	3247687	1
LRG_764	MECP2	pending	X	153285264	153407578	-1
LRG_765	POLG	public	15	89846429	89883026	-1
LRG_766	RYR1	public	19	38919340	39080204	1
LRG_767	APOA1	public	11	116704469	116713338	-1
LRG_768	LYZ	public	12	69737134	69750013	1
LRG_769	ABL1	pending	9	133584268	133765062	1
LRG_770	PPM1D	public	17	58672554	58744036	1
LRG_771	HOXB13	public	17	46800125	46811111	-1
LRG_772	RAD21	public	8	117856173	117892105	-1
LRG_773	SMC1A	public	X	53399070	53454618	-1
LRG_774	SMC3	public	10	112322449	112366392	1
LRG_775	SETD2	public	3	47055898	47210467	-1
LRG_776	MITF	public	3	69783633	70019487	1
LRG_777	CBS	public	21	44471301	44501040	-1
LRG_778	FBN1	public	15	48698503	48942985	-1
LRG_779	TGFBR2	public	3	30642994	30737634	1
LRG_780	EPHB2	public	1	23032331	23249993	1
LRG_781	ACTA2	public	10	90692831	90756147	-1
LRG_782	STAG2	public	X	123089410	123558514	1
LRG_783	TYMS	public	18	652604	675499	1
LRG_784	XRCC1	public	19	44045464	44084730	-1
LRG_785	POLD1	public	19	50882580	50923275	1
LRG_786	MAPK1	public	22	22106789	22226970	-1
LRG_787	GFPT1	public	2	69544905	69619382	-1
LRG_788	RRM2B	public	8	103214729	103256346	-1
LRG_789	POLE	public	12	133198348	133269110	-1
LRG_790	ABCC8	pending	11	17412432	17503449	-1
LRG_791	HAMP	pending	19	35768410	35778046	1
LRG_792	ABO	pending	9	136129296	136153035	-1
LRG_793	GYPA	pending	4	145028456	145066904	-1
LRG_794	GYPB	pending	4	144915257	144945496	-1
LRG_795	A4GALT	pending	22	43086118	43122307	-1
LRG_796	RHD	pending	1	25593981	25658936	1
LRG_797	RHCE	pending	1	25686740	25761683	-1
LRG_798	BCAM	public	19	45307338	45326678	1
LRG_799	KEL	pending	7	142636201	142664503	-1
LRG_800	FUT3	pending	19	5840899	5856485	-1
LRG_801	ACKR1	pending	1	159168803	159178290	1
LRG_802	SLC14A1	pending	18	43299092	43334485	1
LRG_803	SLC4A1	pending	17	42323757	42350502	-1
LRG_804	ACHE	pending	7	100485615	100498753	-1
LRG_805	XG	pending	X	2665093	2736541	1
LRG_806	ERMAP	pending	1	43277776	43312660	1
LRG_807	ART4	pending	12	14976503	15001413	-1
LRG_808	AQP1	public	7	30888010	30967131	1
LRG_809	ICAM4	pending	19	10392650	10401198	1
LRG_810	FUT1	pending	19	49249268	49263647	-1
LRG_811	FUT2	pending	19	49194228	49211191	1
LRG_812	XK	pending	X	37540133	37593383	1
LRG_813	GYPC	pending	2	127408684	127456246	1
LRG_814	CR1	pending	1	207664473	207817110	1
LRG_815	CD44	pending	11	35155417	35255949	1
LRG_816	BSG	pending	19	566325	585493	1
LRG_817	CD151	pending	11	827952	840835	1
LRG_818	SEMA7A	public	15	74699630	74731299	-1
LRG_819	GCNT2	pending	6	10487456	10631601	1
LRG_820	B3GALNT1	pending	3	160799671	160828160	-1
LRG_821	AQP3	pending	9	33439158	33452590	-1
LRG_822	RHAG	public	6	49570888	49609587	-1
LRG_823	ABCG2	pending	4	89009416	89157474	-1
LRG_824	ABCB6	pending	2	220072488	220088712	-1
LRG_825	KLF1	public	19	12993236	13003017	-1
LRG_826	GBGT1	pending	9	136026335	136044332	-1
LRG_827	SMIM1	pending	1	3684325	3694546	1
LRG_828	CALR	public	19	13044414	13057304	1
LRG_829	CYP21A2	pending	6	32001082	32011419	1
LRG_830	TPP1	pending	11	6631997	6645692	-1
LRG_831	DNAJC5	pending	20	62521455	62569384	1
LRG_832	CLN6	pending	15	68497330	68554549	-1
LRG_833	MFSD8	pending	4	128836960	128892139	-1
LRG_834	ATP13A2	pending	1	17310453	17343423	-1
LRG_835	KCTD7	pending	7	66088868	66110216	1
LRG_836	TBCK	pending	4	106960756	107247652	-1
LRG_837	SLC40A1	public	2	190423316	190450537	-1
LRG_838	ACADM	public	1	76185043	76255260	1
LRG_839	MTM1	public	X	149732047	149843616	1
LRG_840	IGSF1	pending	X	130405480	130717873	-1
LRG_841	SLCO2A1	pending	3	133649540	133776028	-1
LRG_842	POMT1	pending	9	134373289	134401193	1
LRG_844	POMT2	public	14	77739299	77792225	-1
LRG_845	DYSF	pending	2	71675753	71915893	1
LRG_847	PIN1	public	19	9940883	9962365	1
LRG_848	GK	pending	X	30666476	30750725	1
LRG_849	CAPN3	pending	15	42635301	42709491	1
LRG_850	TNNT3	pending	11	1935799	1961936	1
LRG_851	TNNI2	pending	11	1855233	1864910	1
LRG_853	BICC1	pending	10	60267904	60593197	1
LRG_854	DAG1	pending	3	49502565	49575048	1
LRG_855	CHKB	public	22	51015387	51026428	-1
LRG_856	LARGE1	pending	22	33556212	34321416	-1
LRG_857	SELENON	pending	1	26121667	26146713	1
LRG_860	VMA21	public	X	150560657	150579836	1
LRG_861	ARID1B	pending	6	157094064	157533913	1
LRG_862	TSPYL1	public	6	116594022	116606280	-1
LRG_863	ATXN1	public	6	16297343	16766721	-1
LRG_864	ATXN2	pending	12	111888018	112042480	-1
LRG_865	ATXN3	pending	14	92502996	92577965	-1
LRG_866	ATXN7	pending	3	63845233	63991138	1
LRG_867	FRMD7	public	X	131209021	131267050	-1
LRG_868	ANO5	public	11	22209722	22306913	1
LRG_869	DOK7	pending	4	3460033	3504552	1
LRG_870	FLNC	public	7	128465483	128501328	1
LRG_871	ITGA7	pending	12	56076352	56111089	-1
LRG_872	SYNE2	pending	14	64314683	64695167	1
LRG_873	BIN1	pending	2	127803607	127869864	-1
LRG_874	TPMT	pending	6	18126542	18160374	-1
LRG_875	ARID1A	public	1	27017522	27110601	1
LRG_876	CYCS	public	7	25156270	25169980	-1
LRG_877	ANO6	pending	12	45604770	45836187	1
LRG_878	SMARCA4	pending	19	11066598	11178071	1
LRG_879	GFI1B	public	9	135815932	135869074	1
LRG_880	EPPK1	public	8	144937492	144957632	-1
LRG_881	ARL14EP	pending	11	30339649	30361165	1
LRG_882	SMARCA2	pending	9	1975290	2195624	1
LRG_883	BLOC1S6	public	15	45874417	45910197	1
LRG_884	VPS33B	public	15	91539774	91570833	-1
LRG_885	SERPINF2	public	17	1641130	1660559	1
LRG_886	ACTN1	public	14	69338840	69451083	-1
LRG_887	NPHS2	public	1	179517674	179550084	-1
LRG_888	PCSK6	pending	15	101835347	102070405	-1
LRG_989	LZTR1	pending	22	21331558	21355326	1
LRG_990	CCND1	public	11	69450873	69471242	1
LRG_991	CDK6	public	7	92232235	92470941	-1
LRG_992	ESR1	public	6	151972826	152452754	1
LRG_993	FGFR1	public	8	38266656	38331352	-1
LRG_994	FGFR2	public	10	123235844	123362972	-1
LRG_995	FUBP1	public	1	78407740	78449777	-1
LRG_996	ERBB3	public	12	56468892	56499128	1
LRG_997	ROS1	public	6	117607530	117752018	-1
LRG_998	CCND3	public	6	41900671	42021632	-1
LRG_999	CIC	public	19	42767689	42801948	1
LRG_1000	GPR101	pending	X	136110307	136118833	-1
LRG_1001	ITGA2	pending	5	52280156	52392609	1
LRG_1002	CD109	pending	6	74400508	74540043	1
LRG_1007	OPRM1	pending	6	154326636	154570001	1
LRG_1008	HTR2A	public	13	47405513	47476169	-1
LRG_1009	HTR2C	pending	X	113813551	114146624	1
LRG_1010	COMT	public	22	19924263	19959498	1
LRG_1011	IFNL3	pending	19	39732272	39740611	-1
LRG_1012	GRIK4	public	11	120377455	120861514	1
LRG_1013	PRSS1	pending	7	142452330	142473846	1
LRG_1014	LMX1B	pending	9	129371722	129465311	1
LRG_1015	PLA2G6	pending	22	38505502	38606697	-1
LRG_1016	PANK2	pending	20	3864486	3912520	1
LRG_1017	ABCD1	pending	X	152985323	153012216	1
LRG_1018	SRC	public	20	35968088	36035821	1
LRG_1019	VIPAS39	pending	14	77891018	77928983	-1
LRG_1020	SLC13A5	public	17	6586032	6621740	-1
LRG_1021	FGFR3	public	4	1790039	1812599	1
LRG_1022	SLCO1B1	public	12	21279128	21394730	1
LRG_1023	CD99	pending	X	2604228	2661350	1
LRG_1024	EIF2AK3	pending	2	88854259	88932094	-1
LRG_1025	TCF20	pending	22	42554019	42744622	-1
LRG_1026	RNF43	public	17	56427861	56499943	-1
LRG_1027	SLC29A1	pending	6	44182242	44203888	1
LRG_1028	FLG	public	1	152272651	152302679	-1
LRG_1029	TOR1A	pending	9	132573221	132591441	-1
LRG_1030	H19	pending	11	2014406	2024065	-1
LRG_1031	IGF2	pending	11	2148347	2175833	-1
LRG_1032	GRB10	pending	7	50655760	50866159	-1
LRG_1033	MEST	pending	7	130121046	130148133	1
LRG_1034	DIRAS3	pending	1	68509645	68521460	-1
LRG_1035	HYMAI	pending	6	144322023	144334867	-1
LRG_1036	IGF2R	pending	6	160385131	160536539	1
LRG_1037	CALCR	pending	7	93051799	93209042	-1
LRG_1038	CPA4	pending	7	129927974	129966020	1
LRG_1039	KLF14	pending	7	130415396	130423888	-1
LRG_1040	ERLIN2	pending	8	37589097	37617319	1
LRG_1041	TRAPPC9	pending	8	140740586	141473678	-1
LRG_1042	KCNK9	pending	8	140611081	140720299	-1
LRG_1043	PHLDA2	pending	11	2947503	2955650	-1
LRG_1044	DLK1	pending	14	101188202	101206561	1
LRG_1045	MKRN3	pending	15	23805454	23877222	1
LRG_1046	MAGEL2	pending	15	23886696	23897993	-1
LRG_1047	NDN	pending	15	23928554	23937450	-1
LRG_1048	NNAT	pending	20	36144607	36154092	1
LRG_1049	L3MBTL1	pending	20	42131320	42181590	1
LRG_1050	SGK2	pending	20	42182635	42218877	1
LRG_1051	GNAS-AS1	pending	20	57391973	57430958	-1
LRG_1052	KCNQ1OT1	pending	11	2627558	2726228	-1
LRG_1053	PPIE	pending	1	40152854	40231586	1
LRG_1054	SLC22A18	pending	11	2915951	2948476	1
LRG_1055	IGF1R	pending	15	99187761	99509759	1
LRG_1056	MESTIT1	pending	7	130124898	130136013	-1
LRG_1057	HTR5A	pending	7	154857034	154881102	1
LRG_1058	MEG8	pending	14	101297606	101495752	1
LRG_1059	RTL1	pending	14	101344992	101356184	-1
LRG_1060	WRB	pending	21	40747213	40802454	1
LRG_1061	INPP5F	pending	10	121480559	121590663	1
LRG_1062	FAM50B	pending	6	3844600	3853554	1
LRG_1064	IRAIN	pending	15	99187092	99199450	-1
LRG_1065	ZDBF2	pending	2	207134365	207181162	1
LRG_1066	ZNF597	pending	16	3480422	3498537	-1
LRG_1067	NAA60	pending	16	3488611	3538963	1
LRG_1068	ZNF331	pending	19	54019177	54085523	1
LRG_1069	PML	pending	15	74282014	74342160	1
LRG_1070	RARA	pending	17	38460423	38515895	1
LRG_1071	WDR27	pending	6	169855303	170107159	-1
LRG_1072	NAP1L5	pending	4	89615064	89624386	-1
LRG_1073	AHSP	pending	16	31534173	31542124	1
LRG_1074	GCK	pending	7	44181870	44242769	-1
LRG_1076	HMBS	pending	11	118950587	118966259	1
LRG_1077	CPOX	pending	3	98237976	98317455	-1
LRG_1078	PPOX	pending	1	161131181	161149803	1
LRG_1079	UROD	pending	1	45472830	45483341	1
LRG_1080	FECH	pending	18	55210073	55258969	-1
LRG_1081	UROS	pending	10	127471549	127516837	-1
LRG_1082	CALM3	pending	19	47099331	47116039	1
LRG_1083	KCNE5	pending	X	108864929	108873393	-1
LRG_1084	TERF2IP	pending	16	75676602	75797770	1
LRG_1085	RHOA	pending	3	49394569	49454530	-1
LRG_1086	MAP3K6	pending	1	27679670	27699528	-1
LRG_1087	KLLN	pending	10	89616918	89628194	-1
LRG_1088	PDP2	pending	16	66909264	66931657	1
LRG_1089	LIPT2	pending	11	74199556	74209758	-1
LRG_1090	RNASEH1	pending	2	3579313	3610961	-1
LRG_1091	SLC25A46	pending	5	110068837	110102874	1
LRG_1092	COQ8A	pending	1	227080237	227177246	1
LRG_1093	RUBCN	pending	3	197393738	197481570	-1
LRG_1094	WHRN	pending	9	117162360	117272736	-1
LRG_1095	ADGRV1	pending	5	89820161	90462033	1
LRG_1096	KIAA0586	pending	14	58889103	59020007	1
LRG_1097	PEG10	pending	7	94280637	94301007	1
LRG_1098	MEG3	pending	14	101240747	101329363	1
LRG_1101	PLAGL1	pending	6	144259437	144390735	-1
LRG_1102	SNU13	pending	22	42067937	42091496	-1
LRG_1103	SVOPL	pending	7	138274434	138391292	-1
LRG_1104	VTRNA2-1	pending	5	135414180	135421287	-1
LRG_1105	GPR1-AS	pending	2	207063100	207132967	1
LRG_1106	HM13	pending	20	30097213	30167726	1
LRG_1107	DCC	pending	18	49861542	51064273	1
LRG_1108	CTNNB1	pending	3	41235942	41303587	1
LRG_1109	FCGR2A	pending	1	161470205	161495803	1
LRG_1110	GNAQ	pending	9	80329190	80651219	-1
LRG_1111	GNA11	pending	19	3089408	3126000	1
LRG_1112	BCR	pending	22	23517552	23662224	1
LRG_1113	BCL2	pending	18	60788579	60991613	-1
LRG_1114	SLFN14	pending	17	33870751	33892860	-1
LRG_1115	ABCC6	pending	16	16241422	16322328	-1
LRG_1116	COL4A1	pending	13	110799310	110964496	-1
LRG_1117	DIAPH1	pending	5	140892588	141003622	-1
LRG_1118	MECOM	pending	3	168799287	169386563	-1
LRG_1119	NEUROD1	pending	2	182531022	182550391	-1
LRG_1120	RPL19	pending	17	37351536	37362980	1
LRG_1121	IKZF1	pending	7	50338679	50560473	1
LRG_1122	NOTCH1	pending	9	139386896	139445238	-1
LRG_1123	CUX1	pending	7	101454184	101929250	1
LRG_1124	CTC1	pending	17	8126139	8156413	-1
LRG_1125	RPL26	pending	17	8278834	8291565	-1
LRG_1126	TPI1	pending	12	6971584	6982110	1
LRG_1127	ARHGAP26	pending	5	142144935	142610572	1
LRG_1128	TMPRSS6	pending	22	37459479	37510603	-1
LRG_1129	RPL35A	pending	3	197672052	197684722	1
LRG_1130	SPTB	pending	14	65211001	65351610	-1
LRG_1131	SPTA1	pending	1	158578496	158661506	-1
LRG_1132	SLC2A1	pending	1	43389046	43429847	-1
LRG_1133	SLC25A38	pending	3	39419815	39440819	1
LRG_1134	SEC23B	pending	20	18483126	18544059	1
LRG_1135	PRKG1	pending	10	52745911	54060110	1
LRG_1136	PKLR	pending	1	155257084	155276225	-1
LRG_1137	PIEZO1	pending	16	88779746	88856628	-1
LRG_1138	RPS10	pending	6	34383231	34398876	-1
LRG_1139	RPS14	pending	5	149821792	149834319	-1
LRG_1140	RPL11	pending	1	24013269	24025325	1
LRG_1141	FBXW7	pending	4	153240410	153461172	-1
LRG_1142	RPL9	pending	4	39453744	39465568	-1
LRG_1143	RPS17	pending	15	82819028	82829645	-1
LRG_1144	RPS19	pending	19	42358986	42377484	1
LRG_1145	RPS24	pending	10	79788518	79818571	1
LRG_1146	RPS26	pending	12	56430686	56440007	1
LRG_1147	RPS29	pending	14	50035702	50070428	-1
LRG_1148	RPS7	pending	2	3617853	3630509	1
LRG_1149	RTEL1	pending	20	62284163	62329606	1
LRG_1150	SETBP1	pending	18	42255138	42650475	1
LRG_1151	SRP72	pending	4	57328762	57371847	1
LRG_1152	RPL15	pending	3	23953036	23968122	1
LRG_1153	ATRX	pending	X	76758356	77046767	-1
LRG_1154	SH3BP1	pending	22	38030482	38064939	1
LRG_1155	RPL5	pending	1	93292543	93309481	1
LRG_1156	RPL27	pending	17	41145290	41156976	1
LRG_1157	ZIC2	pending	13	100629010	100641027	1
LRG_1158	RPS27	pending	1	153958231	153966631	1
LRG_1159	CACNG2	pending	22	36954916	37103903	-1
LRG_1160	SLC11A2	pending	12	51371566	51427058	-1
LRG_1161	CBLC	pending	19	45276112	45305903	1
LRG_1162	ABCB7	pending	X	74271115	74381567	-1
LRG_1163	ALAS2	pending	X	55033488	55062497	-1
LRG_1164	CDAN1	pending	15	43013760	43034417	-1
LRG_1165	ENO1	pending	1	8919059	8944151	-1
LRG_1166	GCLC	pending	6	53360139	53414927	-1
LRG_1167	GSR	pending	8	30533578	30590486	-1
LRG_1168	GSS	pending	20	33514236	33548830	-1
LRG_1169	UBE2T	pending	1	202298785	202316094	-1
LRG_1170	VPS45	pending	1	150037899	150119517	1
LRG_1171	EPB42	pending	15	43487425	43523054	-1
LRG_1172	ADCY1	pending	7	45608739	45764715	1
LRG_1173	KIF23	pending	15	69701585	69742766	1
LRG_1174	ABHD5	pending	3	43727362	43777863	1
LRG_1175	ATP6V0A4	pending	7	138389039	138487941	-1
LRG_1176	ATP6V1B1	pending	2	71157998	71194561	1
LRG_1177	PFKM	pending	12	48494036	48542187	1
LRG_1178	GPI	pending	19	34845497	34895318	1
LRG_1179	CBLB	pending	3	105372305	105593396	-1
LRG_1180	ALDOA	pending	16	30059491	30083735	1
