# Last modified: 07-11-2017@22:04:34
# LRG_TRANSCRIPT	HGNC_SYMBOL	CHROMOSOME	STRAND	TRANSCRIPT_START	TRANSCRIPT_STOP	EXONS_COORDS	LRG_PROTEIN	CDS_START	CDS_STOP
LRG_333t1	KCNJ5	11	1	128891418	128918069	128891418-128891721,128911264-128912210,128916409-128918069	LRG_333p1	128911274	128916731
LRG_334t1	CACNA1C	12	1	2053250	2697949	2053250-2053611,2115224-2115545,2120325-2120430,2448976-2449115,2457567-2457706,2486104-2486262,2493190-2493386,2504842-2504945,2512812-2512984,2549943-2550033,2556951-2556977,2566422-2566582,2567569-2567794,2581590-2581797,2582822-2582942,2584503-2584617,2585376-2585496,2585835-2585904,2593213-2593345,2595874-2596003,2597230-2597289,2601854-2601960,2605081-2605168,2605679-2605786,2606611-2606663,2606984-2607130,2608511-2608712,2610541-2610699,2611903-2612013,2634297-2634380,2648475-2648507,2651640-2651768,2653835-2653900,2655147-2655238,2664825-2664990,2665581-2665708,2666686-2666782,2668933-2669035,2674541-2674642,2677094-2677221,2677733-2677867,2679444-2679796,2682550-2682678,2685736-2685842,2686166-2686269,2688447-2688779,2690900-2697949	LRG_334p1	2053563	2691199
LRG_334t2	CACNA1C	12	1	2053250	2697949	2053250-2053611,2115224-2115545,2120325-2120430,2448976-2449115,2457567-2457706,2486104-2486262,2493190-2493386,2504842-2504945,2512812-2512984,2549943-2550033,2556951-2556977,2566422-2566582,2567569-2567794,2581590-2581797,2582822-2582942,2584503-2584617,2585376-2585496,2585835-2585904,2593213-2593345,2595874-2596003,2597230-2597289,2597437-2597496,2601854-2601960,2605081-2605168,2605679-2605786,2606611-2606663,2606984-2607130,2608511-2608712,2610541-2610699,2611903-2612013,2633629-2633712,2634297-2634380,2648475-2648507,2651640-2651768,2653835-2653900,2655147-2655238,2664825-2664990,2665581-2665708,2666686-2666782,2668933-2669035,2674541-2674642,2677094-2677221,2677733-2677867,2679444-2679796,2682550-2682678,2685736-2685842,2686166-2686269,2688447-2688779,2690900-2697949	LRG_334p2	2053563	2691199
LRG_334t3	CACNA1C	12	1	2053250	2697949	2053250-2053611,2115224-2115545,2120325-2120430,2448976-2449115,2457567-2457706,2486104-2486262,2493190-2493386,2504842-2504945,2512812-2512984,2549943-2550033,2556951-2556977,2566422-2566582,2567569-2567794,2581590-2581797,2582822-2582942,2584503-2584617,2585376-2585496,2585835-2585904,2593213-2593345,2595874-2596003,2597437-2597496,2601854-2601960,2605081-2605168,2605679-2605786,2606611-2606663,2606984-2607130,2608511-2608712,2610541-2610699,2611903-2612013,2634297-2634380,2648475-2648507,2651640-2651768,2653835-2653900,2655147-2655238,2664825-2664990,2665581-2665708,2666686-2666782,2668933-2669035,2674541-2674642,2677094-2677221,2677733-2677867,2679444-2679796,2681950-2682054,2682550-2682678,2685736-2685842,2686166-2686269,2688447-2688779,2690900-2697949	LRG_334p3	2053563	2691199
LRG_334t4	CACNA1C	12	1	2053250	2697949	2053250-2053611,2115224-2115545,2120325-2120430,2448976-2449115,2457567-2457706,2486104-2486262,2493190-2493386,2504436-2504539,2512812-2512984,2549943-2550033,2556951-2556977,2566422-2566582,2567569-2567794,2581590-2581797,2582822-2582942,2584503-2584617,2585376-2585496,2585835-2585904,2593213-2593345,2595874-2596003,2597437-2597496,2601854-2601960,2605081-2605168,2605679-2605786,2606611-2606663,2606984-2607130,2608511-2608712,2610541-2610699,2611903-2612013,2634297-2634380,2648475-2648507,2651640-2651768,2653835-2653900,2655147-2655238,2664825-2664990,2665581-2665708,2666686-2666782,2668933-2669035,2674541-2674642,2677094-2677221,2677733-2677867,2679444-2679796,2682550-2682678,2685736-2685842,2686166-2686269,2688447-2688779,2690900-2697949	LRG_334p4	2053563	2691199
LRG_335t1	ELF4	X	-1	130064920	130110500	130064920-130067525,130069300-130069677,130071040-130071232,130071336-130071419,130072226-130072417,130074049-130074141,130074581-130074752,130081255-130081538,130110325-130110500	LRG_335p1	130066721	130081329
LRG_336t1	CPS1	2	1	210556599	210679107	210556599-210556859,210573298-210573407,210576346-210576490,210577421-210577510,210579714-210579770,210582617-210582709,210588058-210588147,210590106-210590234,210590800-210590906,210591831-210591969,210592879-210592956,210594508-210594606,210595487-210595582,210599372-210599561,210600555-210600712,210602202-210602330,210605102-210605246,210606731-210606941,210608361-210608559,210612117-210612293,210616423-210616541,210637702-210637843,210639150-210639215,210639996-210640059,210642484-210642665,210647863-210648057,210648473-210648540,210650363-210650438,210654025-210654102,210656525-210656632,210658599-210658688,210660485-210660655,210663123-210663197,210668186-210668284,210674902-210674961,210675728-210675840,210677007-210677136,210677887-210679107	LRG_336p1	210556734	210677985
LRG_337t1	OPA1	3	1	193593144	193697811	193593144-193593409,193614723-193615041,193615674-193615770,193617178-193617285,193618869-193618936,193631612-193631665,193635418-193635522,193637195-193637281,193637952-193638065,193642765-193642845,193642975-193643049,193643373-193643444,193643528-193643627,193643975-193644105,193645553-193645625,193645728-193645800,193647065-193647180,193648070-193648134,193648795-193648871,193654862-193655027,193657080-193657232,193658887-193658995,193659482-193659561,193662822-193662962,193664880-193664996,193666296-193666389,193667170-193667280,193692063-193692132,193694606-193697811	LRG_337p1	193593378	193692127
LRG_337t2	OPA1	3	1	193593144	193697811	193593144-193593409,193614723-193615041,193615674-193615770,193617178-193617285,193617784-193617837,193618869-193618936,193626092-193626202,193631612-193631665,193635418-193635522,193637195-193637281,193637952-193638065,193642765-193642845,193642975-193643049,193643373-193643444,193643528-193643627,193643975-193644105,193645553-193645625,193645728-193645800,193647065-193647180,193648070-193648134,193648795-193648871,193654862-193655027,193657080-193657232,193658887-193658995,193659482-193659561,193662822-193662962,193664880-193664996,193666296-193666389,193667170-193667280,193692063-193692132,193694606-193697811	LRG_337p2	193593378	193692127
LRG_338t1	LCT	2	-1	135787845	135837180	135787845-135788544,135789571-135789798,135790658-135790881,135794641-135794775,135798029-135798138,135800607-135800809,135803930-135804128,135804767-135805057,135807128-135807396,135808443-135809993,135812311-135812956,135817341-135818061,135822020-135822098,135823901-135824003,135829593-135829676,135833111-135833190,135836530-135837180	LRG_338p1	135788324	135837169
LRG_339t1	FXN	9	1	69035563	69079077	69035563-69035947,69046385-69046482,69053140-69053260,69064938-69065035,69072612-69079077	LRG_339p1	69035783	69072762
LRG_340t1	DHCR7	11	-1	71434411	71448431	71434411-71435839,71437812-71437943,71438879-71439083,71441227-71441440,71442263-71442353,71443993-71444215,71444855-71444958,71447610-71447734,71448290-71448431	LRG_340p1	71435375	71444952
LRG_341t1	UNC119	17	-1	28546707	28552628	28546707-28547409,28547677-28547849,28547999-28548101,28548592-28548705,28552338-28552628	LRG_341p1	28547297	28552557
LRG_341t2	UNC119	17	-1	28546707	28552628	28546707-28547849,28547999-28548101,28548592-28548705,28552338-28552628	LRG_341p2	28547624	28552557
LRG_342t1	TINF2	14	-1	24239643	24242674	24239643-24239931,24240064-24240155,24240263-24240330,24240419-24240875,24241020-24241116,24241204-24241311,24241675-24241776,24241890-24241994,24242141-24242674	LRG_342p1	24239797	24242332
LRG_342t2	TINF2	14	-1	24239643	24242674	24239643-24240875,24241020-24241116,24241204-24241311,24241675-24241776,24241890-24241994,24242141-24242674	LRG_342p2	24240415	24242332
LRG_343t1	TERT	5	-1	1253167	1295047	1253167-1253831,1254368-1254505,1255287-1255411,1258598-1258659,1260474-1260600,1264404-1264592,1266464-1266535,1268520-1268633,1271119-1271204,1272185-1272280,1278641-1278796,1279291-1279470,1280158-1280338,1282429-1282624,1293313-1294666,1294771-1295047	LRG_343p1	1253728	1294989
LRG_344t1	KRAS	12	-1	25204789	25250931	25204789-25209911,25215437-25215560,25225614-25225773,25227234-25227412,25245274-25245395,25250751-25250931	LRG_344p1	25215441	25245384
LRG_344t2	KRAS	12	-1	25204789	25250931	25204789-25209911,25225614-25225773,25227234-25227412,25245274-25245395,25250751-25250931	LRG_344p2	25209795	25245384
LRG_345t1	NOP10	15	-1	34341716	34343161	34341716-34342108,34343020-34343161	LRG_345p1	34341968	34343073
LRG_346t1	NHP2	5	-1	178149463	178153960	178149463-178149838,178150888-178150993,178153491-178153560,178153658-178153960	LRG_346p1	178149713	178153817
LRG_347t1	TERC	3	-1	169764610	169765060	169764610-169765060			
LRG_348t1	CR2	1	1	207454300	207489895	207454300-207454476,207466526-207466912,207468527-207468715,207468800-207468899,207469150-207469232,207469695-207470102,207470740-207470916,207470997-207471087,207471423-207471499,207472772-207473179,207473545-207473721,207473801-207473885,207474241-207474323,207474824-207475216,207476234-207476419,207477885-207478070,207479257-207479280,207479978-207480053,207485464-207485572,207489142-207489895	LRG_348p1	207454419	207485554
LRG_349t1	MASP1	3	-1	187246354	187292022	187246354-187247385,187250251-187250329,187251634-187251752,187253168-187253315,187256664-187256860,187260741-187260872,187262543-187262720,187285825-187286056,187291628-187292022	LRG_349p1	187247333	187291632
LRG_349t2	MASP1	3	-1	187216085	187292022	187216085-187220261,187221035-187221134,187223127-187223194,187225324-187225509,187226407-187226520,187229760-187229897,187241481-187241555,187243484-187243621,187250251-187250329,187251634-187251752,187253168-187253315,187256664-187256860,187260741-187260872,187262543-187262720,187285825-187286056,187291628-187292022	LRG_349p2	187220071	187291632
LRG_349t3	MASP1	3	-1	187234082	187292022	187234082-187236567,187241481-187241555,187243484-187243621,187250251-187250329,187251634-187251752,187253168-187253315,187256664-187256860,187260741-187260872,187262543-187262720,187285825-187286056,187291628-187292022	LRG_349p3	187235684	187291632
LRG_350t1	COLEC11	2	1	3594832	3644644	3594832-3595168,3604315-3604470,3613311-3613382,3637533-3637604,3640278-3640331,3643444-3643539,3643727-3644644	LRG_350p1	3604341	3644118
LRG_351t1	VPS13B	8	1	99013266	99877586	99013266-99013347,99013760-99013935,99038423-99038566,99096312-99096432,99102953-99103120,99111098-99111279,99115700-99115874,99121177-99121445,99134632-99134727,99135015-99135137,99135596-99135733,99136665-99136752,99142974-99143165,99147841-99148010,99156549-99156743,99170039-99170163,99192876-99193057,99274198-99274332,99275081-99275254,99384208-99384317,99391557-99391704,99431537-99431664,99442401-99442635,99467414-99467634,99481599-99481802,99501687-99501858,99502836-99502950,99507770-99507911,99511104-99511512,99520899-99521010,99556450-99556653,99575658-99575784,99577490-99577633,99641811-99642498,99661354-99661491,99699525-99699932,99717171-99717373,99720345-99720552,99720863-99721047,99766774-99766970,99776775-99776956,99778682-99779031,99784315-99784476,99809375-99809530,99817540-99817803,99818451-99818534,99818713-99818888,99819412-99819582,99819921-99820122,99821294-99821482,99823832-99823978,99832369-99832652,99835197-99835324,99835539-99835738,99848776-99848894,99853451-99854256,99859304-99859480,99861776-99861946,99868289-99868465,99870785-99870887,99871448-99871697,99875418-99877586	LRG_351p1	99013789	99875666
LRG_351t2	VPS13B	8	1	99013266	99877586	99013266-99013347,99013760-99013935,99038423-99038566,99096312-99096432,99102953-99103120,99111098-99111279,99115700-99115874,99121177-99121445,99134632-99134727,99135015-99135137,99135596-99135733,99136665-99136752,99142974-99143165,99147841-99148010,99156549-99156743,99170039-99170163,99192876-99193057,99274198-99274332,99275081-99275254,99384208-99384317,99391557-99391704,99431537-99431664,99442401-99442635,99467414-99467634,99481599-99481802,99501687-99501858,99502836-99502950,99507137-99507203,99511104-99511512,99520899-99521010,99556450-99556653,99575658-99575784,99577490-99577633,99641811-99642498,99661354-99661491,99699525-99699932,99717171-99717373,99720345-99720552,99720863-99721047,99766774-99766970,99776775-99776956,99778682-99779031,99784315-99784476,99809375-99809530,99817540-99817803,99818451-99818534,99818713-99818888,99819412-99819582,99819921-99820122,99821294-99821482,99823832-99823978,99832369-99832652,99835197-99835324,99835539-99835738,99848776-99848894,99853451-99854256,99859304-99859480,99861776-99861946,99868289-99868465,99870785-99870887,99871448-99871697,99875418-99877586	LRG_351p2	99013789	99875666
LRG_351t3	VPS13B	8	1	99013266	99209787	99013266-99013347,99013760-99013935,99038423-99038566,99096312-99096432,99102953-99103120,99111098-99111279,99115700-99115874,99121177-99121445,99134632-99134727,99135015-99135137,99135596-99135733,99136665-99136752,99142974-99143165,99147841-99148010,99156549-99156743,99170039-99170163,99192876-99193057,99209592-99209787	LRG_351p3	99013789	99209668
LRG_351t4	VPS13B	8	1	99013266	99121762	99013266-99013347,99013760-99013935,99038423-99038566,99096312-99096432,99102953-99103120,99111098-99111279,99115700-99115874,99121177-99121762	LRG_351p4	99013789	99121487
LRG_352t1	USB1	16	1	58001373	58021623	58001373-58001581,58002479-58002645,58009929-58010112,58014273-58014326,58017334-58017439,58018972-58019055,58020141-58021623	LRG_352p1	58001484	58020245
LRG_353t1	MAGT1	X	-1	77826364	77895568	77826364-77829235,77830805-77830895,77841246-77841320,77853901-77853964,77855501-77855590,77856733-77856873,77857357-77857497,77870808-77870925,77875428-77875597,77895309-77895568	LRG_353p1	77829220	77895506
LRG_354t1	ITCH	20	1	34363256	34511392	34363256-34363349,34369394-34369470,34393791-34393881,34408651-34408792,34412515-34412639,34413742-34413879,34424480-34424525,34438474-34438631,34440155-34440344,34442208-34442303,34445287-34445461,34449411-34449480,34457390-34457474,34462093-34462221,34470048-34470120,34471444-34471515,34477772-34477860,34479630-34479789,34480599-34480732,34481066-34481206,34489266-34489386,34489822-34489926,34492501-34492597,34504331-34504403,34507695-34511392	LRG_354p1	34393812	34507794
LRG_355t1	IL17RA	22	1	17084959	17115694	17084959-17085229,17097062-17097086,17097797-17097943,17098775-17098887,17100355-17100481,17101996-17102043,17102139-17102302,17103494-17103577,17104726-17104810,17105591-17105602,17105853-17105954,17107727-17107768,17108307-17115694	LRG_355p1	17085092	17109820
LRG_356t1	IL17F	6	-1	52236686	52244500	52236686-52237168,52238730-52238950,52244397-52244500	LRG_356p1	52236931	52244429
LRG_357t1	CD27	12	1	6444885	6451718	6444885-6445231,6445424-6445555,6450173-6450352,6450541-6450630,6450895-6451014,6451268-6451718	LRG_357p1	6445096	6451392
LRG_358t1	TICAM1	19	-1	4815924	4831742	4815924-4818516,4831614-4831742	LRG_358p1	4816239	4818377
LRG_359t1	AARS	16	-1	70252394	70289509	70252394-70252906,70253268-70253381,70253714-70253800,70253919-70254038,70254621-70254734,70255728-70255836,70258033-70258217,70258980-70259186,70261044-70261157,70262346-70262524,70264958-70265102,70265538-70265662,70267659-70267809,70268271-70268379,70269618-70269763,70270196-70270340,70271781-70271972,70276486-70276631,70276966-70277154,70282620-70282784,70289421-70289509	LRG_359p1	70252721	70282763
LRG_360t1	ATL1	14	1	50560025	50633068	50560025-50560299,50587831-50588078,50590941-50591075,50591535-50591639,50593846-50593896,50595576-50595632,50613259-50613351,50614373-50614511,50620599-50620726,50621843-50621899,50623177-50623248,50628031-50628462,50629995-50630009,50632229-50633068	LRG_360p1	50560266	50632339
LRG_360t2	ATL1	14	1	50533082	50633068	50533082-50533367,50560127-50560299,50587831-50588078,50590941-50591075,50591535-50591639,50593846-50593896,50595576-50595632,50613259-50613351,50614373-50614511,50620599-50620726,50621843-50621899,50623177-50623248,50628031-50628462,50632229-50633068	LRG_360p2	50560266	50632339
LRG_361t1	CCT5	5	1	10250170	10266389	10250170-10250445,10254145-10254205,10254674-10254838,10255955-10256153,10258111-10258303,10258386-10258535,10260792-10260911,10261560-10261745,10262481-10262618,10263134-10263314,10264656-10266389	LRG_361p1	10250341	10264783
LRG_362t1	DNMT1	19	-1	10133346	10195079	10133346-10133701,10134217-10134307,10135736-10135852,10136121-10136287,10137085-10137280,10137832-10138009,10138439-10138605,10139676-10139817,10140046-10140328,10140781-10140909,10141105-10141189,10142028-10142220,10143766-10143987,10146351-10146524,10148884-10149017,10149453-10149657,10149853-10149968,10151398-10151545,10151750-10151847,10154293-10154479,10154586-10154773,10154905-10155056,10155853-10155945,10156391-10156509,10159658-10159767,10159842-10159922,10160018-10160063,10160384-10160418,10162667-10162748,10163326-10163360,10166598-10166685,10168330-10168364,10173090-10173174,10173871-10173905,10175540-10175618,10177292-10177367,10180187-10180234,10180350-10180569,10180778-10180885,10182041-10182077,10194820-10195079	LRG_362p1	10133667	10194899
LRG_363t1	RETREG1	5	-1	16473038	16617058	16473038-16475234,16477662-16477788,16478034-16478098,16478850-16478987,16481009-16481093,16483346-16483472,16565763-16565793,16571996-16572102,16616652-16617058	LRG_363p1	16474741	16616971
LRG_364t1	FBLN5	14	-1	91869411	91947702	91869411-91870385,91877487-91877682,91881292-91881418,91882954-91883076,91887193-91887312,91891221-91891337,91894950-91895072,91936947-91937201,91940565-91940616,91942907-91942961,91947213-91947702	LRG_364p1	91870224	91947229
LRG_365t1	HK1	10	1	69270000	69401882	69270000-69270108,69282529-69282704,69288671-69288770,69295633-69295680,69300769-69300861,69343827-69343989,69359897-69360045,69364783-69364902,69368536-69368631,69369237-69369336,69369441-69369624,69376934-69377089,69379862-69380095,69382487-69382791,69384333-69384481,69384796-69384915,69386323-69386418,69389197-69389296,69392125-69392308,69394950-69395105,69398595-69398828,69400991-69401882	LRG_365p1	69300835	69401135
LRG_366t1	KARS	16	-1	75627724	75647687	75627724-75627993,75628569-75628712,75629415-75629541,75630423-75630508,75631168-75631253,75631416-75631589,75631693-75631855,75634173-75634292,75635680-75635805,75635912-75636098,75636454-75636547,75640184-75640349,75641564-75641723,75644283-75644462,75647578-75647687	LRG_366p1	75627895	75644428
LRG_367t1	KIF1A	2	-1	240713764	240820308	240713764-240717406,240718050-240718168,240719006-240719198,240719774-240719926,240720914-240721038,240721807-240721884,240722456-240722656,240723413-240723558,240723975-240724036,240725271-240725404,240726826-240726940,240737063-240737168,240740058-240740142,240740298-240740364,240741269-240741377,240742929-240742984,240743942-240744060,240745427-240745517,240745738-240745909,240746039-240746177,240747236-240747321,240750429-240750547,240757319-240757594,240758360-240758497,240760665-240760843,240761229-240761377,240762719-240762812,240763019-240763091,240763166-240763346,240765710-240765793,240766915-240767021,240767266-240767345,240769133-240769208,240769627-240769706,240770971-240771104,240772570-240772596,240773114-240773256,240774183-240774261,240775851-240775926,240782590-240782607,240783044-240783109,240783739-240783816,240784989-240785100,240786335-240786513,240787251-240787316,240788051-240788230,240789236-240789312,240797647-240797812,240820122-240820308	LRG_367p1	240717364	240797752
LRG_367t2	KIF1A	2	-1	240713764	240820308	240713764-240717406,240718050-240718168,240719006-240719198,240719774-240719926,240720914-240721038,240721807-240721884,240722456-240722656,240723413-240723558,240723975-240724036,240725271-240725404,240726826-240726940,240737063-240737168,240740058-240740142,240740298-240740364,240741269-240741377,240742929-240742984,240743942-240744060,240745427-240745517,240745738-240745909,240746039-240746177,240747236-240747321,240750429-240750547,240758360-240758497,240760665-240760843,240761229-240761377,240762719-240762812,240763019-240763091,240763166-240763346,240765710-240765793,240766915-240767021,240767266-240767345,240769133-240769208,240769627-240769706,240770971-240771104,240773114-240773256,240774183-240774261,240775851-240775926,240782590-240782607,240783044-240783109,240783739-240783816,240784989-240785100,240786335-240786513,240787251-240787316,240788051-240788230,240789236-240789312,240797647-240797812,240820122-240820308	LRG_367p2	240717364	240797752
LRG_368t1	MED25	19	1	49818279	49836980	49818279-49818475,49818571-49818616,49819172-49819296,49828449-49828547,49828970-49829090,49829786-49829948,49830088-49830218,49830511-49830598,49830694-49830887,49831333-49831461,49831936-49832021,49832100-49832157,49832308-49832415,49834986-49835177,49835534-49835605,49835727-49835945,49836226-49836406,49836847-49836980	LRG_368p1	49818342	49836944
LRG_369t1	SCN9A	2	-1	166195185	166375987	166195185-166199864,166203955-166204225,166204360-166204464,166226567-166226704,166227670-166227723,166228691-166228972,166233340-166233462,166238094-166238267,166242502-166242656,166251765-166251885,166272399-166272875,166276983-166277339,166278140-166278313,166280357-166280595,166281679-166281808,166284486-166284824,166286336-166286623,166288437-166288643,166293231-166293372,166294599-166294662,166303090-166303302,166304238-166304329,166305792-166305920,166306510-166306599,166306956-166307074,166311499-166311806,166375697-166375987	LRG_369p1	166198672	166311756
LRG_370t1	SEPT9	17	1	77319515	77500596	77319515-77320348,77402059-77402703,77482144-77482335,77487424-77487552,77488240-77488321,77488727-77488864,77490742-77490859,77492621-77492716,77492980-77493076,77497315-77497366,77498523-77500596	LRG_370p1	77320327	77498658
LRG_371t1	SPTLC2	14	-1	77505997	77616767	77505997-77512403,77518038-77518167,77521446-77521581,77552096-77552222,77555300-77555519,77557041-77557146,77562396-77562489,77570384-77570508,77576767-77576915,77578955-77579109,77597186-77597380,77616448-77616767	LRG_371p1	77512284	77616579
LRG_372t1	TRPV4	12	-1	109783087	109833407	109783087-109783778,109784316-109784437,109786710-109786837,109788400-109788716,109792363-109792429,109792652-109792817,109793527-109793600,109793930-109794022,109794329-109794487,109796525-109796704,109798614-109798912,109800618-109800758,109802991-109803143,109808296-109808468,109814411-109814827,109833350-109833407	LRG_372p1	109783621	109814796
LRG_373t1	LRSAM1	9	1	127451486	127503501	127451486-127452084,127454496-127454599,127454998-127455054,127455576-127455620,127457316-127457393,127459003-127459071,127461173-127461257,127462252-127462373,127467740-127467830,127473801-127473931,127478934-127478963,127479383-127479505,127479839-127479978,127481183-127481227,127482950-127483020,127485736-127485835,127487676-127487763,127489444-127489518,127491215-127491295,127492802-127492897,127495320-127495418,127495964-127496095,127497253-127497334,127501010-127501143,127502774-127503501	LRG_373p1	127454528	127502899
LRG_374t1	WIPF1	2	-1	174559574	174682899	174559574-174562602,174567070-174567183,174567861-174568073,174571676-174572446,174575204-174575380,174581310-174581439,174585523-174585611,174682774-174682899	LRG_374p1	174562547	174585573
LRG_375t1	WRAP53	17	1	7688349	7703502	7688349-7689079,7689224-7689322,7689590-7689701,7700741-7700829,7701459-7701549,7701657-7701789,7702344-7702552,7702743-7702846,7702993-7703127,7703243-7703502	LRG_375p1	7688649	7703486
LRG_376t1	PLCG2	16	1	81779294	81958294	81779294-81779424,81785943-81786182,81854444-81854587,81858263-81858356,81859116-81859163,81869214-81869298,81870852-81870935,81880910-81880953,81883269-81883341,81889172-81889273,81891472-81891590,81893709-81893794,81895807-81895927,81900612-81900780,81905403-81905507,81907685-81907774,81908416-81908591,81910520-81910720,81912597-81912716,81919484-81919664,81921198-81921269,81923485-81923594,81927082-81927178,81928558-81928624,81931497-81931654,81934429-81934531,81936169-81936378,81937758-81937903,81938801-81938915,81939892-81940059,81946175-81946263,81956695-81956879,81957956-81958294	LRG_376p1	81785990	81957998
LRG_377t1	ABCC9	12	-1	21797389	21936694	21797389-21801181,21805998-21806060,21807346-21807479,21809852-21809955,21812049-21812157,21814644-21814722,21815763-21815893,21817187-21817307,21818150-21818251,21828958-21829060,21838078-21838170,21842314-21842471,21844483-21844552,21844767-21844915,21845603-21845832,21848150-21848246,21852097-21852222,21852368-21852505,21859586-21859666,21860971-21861055,21862953-21863054,21864439-21864477,21872625-21872730,21875654-21875726,21882766-21882873,21887826-21887934,21894032-21894174,21895275-21895315,21906126-21906288,21908077-21908211,21910157-21910312,21910826-21910978,21912872-21913066,21915668-21915910,21916937-21917103,21925942-21926063,21933782-21933923,21936533-21936694	LRG_377p1	21801044	21936674
LRG_377t2	ABCC9	12	-1	21805174	21936694	21805174-21805311,21805998-21806060,21807346-21807479,21809852-21809955,21812049-21812157,21814644-21814722,21815763-21815893,21817187-21817307,21818150-21818251,21828958-21829060,21838078-21838170,21842314-21842471,21844483-21844552,21844767-21844915,21845603-21845832,21848150-21848246,21852097-21852222,21852368-21852505,21859586-21859666,21860971-21861055,21862953-21863054,21864439-21864477,21872625-21872730,21875654-21875726,21882766-21882873,21887826-21887934,21894032-21894174,21895275-21895315,21906126-21906288,21908077-21908211,21910157-21910312,21910826-21910978,21912872-21913066,21915668-21915910,21916937-21917103,21925942-21926063,21933782-21933923,21936533-21936694	LRG_377p2	21805174	21936674
LRG_378t1	TNNC1	3	-1	52451091	52454041	52451091-52451306,52451391-52451527,52451744-52451858,52452106-52452252,52452483-52452513,52453992-52454041	LRG_378p1	52451275	52454015
LRG_379t1	ANKRD1	10	-1	90912100	90921275	90912100-90912976,90915543-90915641,90915782-90915880,90916171-90916269,90917732-90917830,90918865-90918972,90919131-90919268,90920169-90920348,90921001-90921275	LRG_379p1	90912866	90921027
LRG_380t1	DES	2	1	219418377	219426739	219418377-219419040,219420095-219420155,219420251-219420346,219420495-219420656,219420828-219420953,219421340-219421560,219423777-219423820,219425663-219425745,219425949-219426739	LRG_380p1	219418463	219425990
LRG_381t1	CACNB2	10	1	18140677	18541759	18140677-18140856,18150883-18150975,18401924-18402043,18498355-18498477,18500812-18500948,18506471-18506547,18514236-18514369,18518336-18518416,18518910-18518968,18527588-18527697,18534076-18534227,18536101-18536196,18538180-18538365,18539230-18541759	LRG_381p1	18140737	18539724
LRG_381t2	CACNB2	10	1	18340685	18541759	18340685-18340977,18401924-18402043,18498355-18498477,18500812-18500948,18506471-18506547,18514236-18514369,18518336-18518416,18518910-18518968,18527588-18527697,18534076-18534227,18536101-18536196,18538180-18538365,18539230-18541759	LRG_381p2	18340927	18539724
LRG_382t1	RBM20	10	1	110644397	110839469	110644397-110644645,110780801-110781884,110783366-110783427,110784341-110784432,110784792-110784889,110797508-110797648,110799787-110799918,110810383-110810462,110812278-110812947,110820072-110820176,110821275-110821935,110823480-110823614,110831061-110831182,110835868-110839469	LRG_382p1	110644455	110835978
LRG_383t1	VCL	10	1	73998114	74120160	73998114-73998375,74043083-74043153,74070670-74070820,74070975-74071083,74072730-74072852,74074743-74074903,74082454-74082544,74083366-74083513,74089196-74089349,74090023-74090198,74094271-74094461,74095656-74095855,74097204-74097332,74100948-74101097,74103820-74103928,74105051-74105353,74107230-74107354,74108971-74109156,74111909-74112112,74114184-74114387,74114795-74114899,74118023-74120160	LRG_383p1	73998208	74118169
LRG_384t1	MYH7	14	-1	23412738	23435661	23412738-23412871,23413759-23413893,23414007-23414102,23414995-23415270,23415381-23415506,23415629-23415832,23416004-23416312,23416868-23416992,23417153-23417318,23417503-23417686,23418210-23418406,23419177-23419295,23419483-23419609,23419845-23420234,23420958-23421048,23422180-23422325,23423547-23423723,23423907-23424149,23424769-23425024,23425282-23425418,23425695-23425818,23425964-23426081,23426777-23426864,23427240-23427307,23427585-23427894,23428500-23428670,23428955-23429104,23429229-23429347,23429775-23429913,23430560-23430663,23430901-23430999,23431418-23431481,23431585-23431677,23431761-23431869,23432479-23432506,23432639-23432795,23433084-23433227,23433532-23433740,23434194-23434249,23435620-23435661	LRG_384p1	23412854	23433732
LRG_385t1	LDB3	10	1	86668669	86736068	86668669-86668784,86679367-86679518,86680082-86680157,86681436-86681803,86691896-86692065,86692535-86692571,86706531-86706719,86709905-86710050,86716327-86716771,86717964-86718144,86718727-86718847,86726137-86726252,86732887-86736068	LRG_385p1	86668692	86732976
LRG_385t2	LDB3	10	1	86668564	86700053	86668564-86668784,86679367-86679518,86680082-86680157,86685678-86685700,86687069-86687272,86691896-86692065,86692535-86692571,86699278-86700053	LRG_385p2	86668692	86699374
LRG_386t1	MYBPC3	11	-1	47331406	47352702	47331406-47331716,47331845-47331881,47332072-47332258,47332566-47332702,47332814-47332973,47333194-47333333,47333557-47333752,47333922-47334010,47335042-47335209,47335877-47336011,47337391-47337579,47337690-47337794,47338520-47338679,47339324-47339404,47339651-47339790,47341003-47341032,47341138-47341244,47341991-47342156,47342578-47342744,47342830-47342935,47343021-47343145,47343260-47343262,47343492-47343624,47346207-47346370,47346627-47346644,47347027-47347029,47347426-47347479,47347651-47347680,47347857-47347905,47348424-47348541,47349774-47349922,47350014-47350112,47350502-47350615,47351239-47351505,47352623-47352702	LRG_386p1	47331871	47352647
LRG_387t1	TPM1	15	1	63042639	63066093	63042639-63042943,63044027-63044152,63056985-63057118,63059563-63059680,63060869-63060939,63061713-63061788,63062215-63062277,63062576-63062645,63064064-63064142,63065896-63066093	LRG_387p1	63042830	63065899
